Hash,Filename,MI_Change,CC_Change,LOC_Change,Semantic_Similarity,Token_Similarity,Semantic_class,Token_class,Classes_Agree
727a015381e1de331b83ee34ee6ec387d810827b,memory_profiler.py,,0.0,2.0,0.99999994,0.9969648934751884,Minor,Minor,YES
8cfb871e1c55d32c00fecd9aee55ee8580e129e7,memory_profiler.py,,0.0344827586206895,-1.0,0.99999994,0.9890090192021612,Minor,Minor,YES
8cfb871e1c55d32c00fecd9aee55ee8580e129e7,.gitignore,,,1.0,0.9997707,0.5000000000000001,Minor,Major,NO
8cfb871e1c55d32c00fecd9aee55ee8580e129e7,memory_profiler.py,,0.1034482758620689,9.0,0.99999994,0.9858564583873084,Minor,Minor,YES
8cfb871e1c55d32c00fecd9aee55ee8580e129e7,setup.py,,0.0,5.0,0.9995137,0.7893823845363973,Minor,Minor,YES
aa128e8113ecc725694ba2e5f9d4116f726b1bbc,memory_profiler.py,,0.0,-1.0,0.99999994,0.9908780620729244,Minor,Minor,YES
3c43406486ce1c5d0421cd077dde1c28269dd049,memory_profiler.py,,0.0344827586206895,0.0,0.99999994,0.9971774665809622,Minor,Minor,YES
a3fafb82452ce154ee939d07ddd26028fee821bd,memory_profiler.py,,0.0,0.0,1.0,0.9963784176272632,Minor,Minor,YES
79bb1aa5b2d8e67ab16e47e536c3bf1affa5e641,memory_profiler.py,,0.04,3.0,1.0,0.9937868746962556,Minor,Minor,YES
adfc6fd3a036d52707703dde8b1b1ab469a8caa7,memory_profiler.py,,0.0,0.0,1.0,0.9985432173922236,Minor,Minor,YES
a8dc01d6c48494c78999707fb0c47800f3cdb5df,memory_profiler.py,,0.0,1.0,0.9999999,0.9987680176469924,Minor,Minor,YES
3be7c092629c07b8c1af07c422970daacc2345e9,memory_profiler.py,,0.0416666666666665,5.0,1.0,0.9901259487309296,Minor,Minor,YES
64b0a5dc43c3992b891d97e3345c8ef174a2c1aa,memory_profiler.py,,0.0416666666666669,0.0,1.0,0.9976102443665148,Minor,Minor,YES
523b4ba864729a2b81163a7c8b08a049a08e7c5a,memory_profiler.py,,0.0,0.0,0.9999885,0.9992435383914224,Minor,Minor,YES
4dfcb5fba8b388f40872098dada2a2e9606962c6,README.rst,,,,1.0000001,0.997353793402096,Minor,Minor,YES
8685498c9950b74fb8c4ed1b066479f49a820c57,README.rst,,,,1.0000001,0.9986770727370928,Minor,Minor,YES
26d6227bfc244ae89a2c43194866b7aa3314f75c,README.rst,,,,1.0000001,0.9986770727370928,Minor,Minor,YES
7c70c16e9448f81c22d2878e0f7c3ad358ecb0c2,memory_profiler.py,,,1.0,1.0000002,0.9932915626428448,Minor,Minor,YES
2866dfd757d08611b03c196cb6b21203d80dfa81,memory_profiler.py,,,25.0,0.99996406,0.9326398055615266,Minor,Minor,YES
1106b74fa9b74c278a06f2ec8cee0c578ed25e3b,memory_profiler.py,,,0.0,1.0,0.9982173873963128,Minor,Minor,YES
43a83a60b32d53f5069463b89a13add4ccd83b67,memory_profiler.py,,,2.0,1.0,0.9898294799165076,Minor,Minor,YES
9b1cd1ad73a2b6d98f315a474d3f76e9dea376c0,memory_profiler.py,,,80.0,1.0,0.8445414276910119,Minor,Minor,YES
5887e96c69615bba60008db19b70a04c2db46efe,memory_profiler.py,,0.0,12.0,0.9989288,0.9898643190431748,Minor,Minor,YES
ad3042b32a917eb435a1bc5f594797b31deb0ee6,memory_profiler.py,,0.0588235294117649,4.0,1.0000001,0.971261991971776,Minor,Minor,YES
bfe4fc3f8a893c03abcef2b7730ddf7ed7a31c6f,memory_profiler.py,,0.0,3.0,0.9999999,0.990037514540327,Minor,Minor,YES
124d113eb8331703a15bd542feee0413eac1baf7,memory_profiler.py,,0.0,1.0,0.9999999,0.9756621265729508,Minor,Minor,YES
9be69790c6ed77c2550f13adc2700ec1d35418d1,memory_profiler.py,,0.0588235294117649,7.0,0.99999994,0.9652517396646412,Minor,Minor,YES
c05a8a78ccde397b3807adc0b2c9a1c61410ba9b,memory_profiler.py,,0.0588235294117645,3.0,0.99999994,0.9923618644866116,Minor,Minor,YES
e236aa8684e1dac8a175393754d851ef500fadf6,memory_profiler.py,,0.0,-1.0,0.99999994,0.9944613064912048,Minor,Minor,YES
570a8863ba08801a55369224a22ef83ccf1a995b,README.rst,,,,0.99986136,0.961589920220824,Minor,Minor,YES
570a8863ba08801a55369224a22ef83ccf1a995b,memory_profiler.py,,0.0,0.0,0.9999189,0.9517387100594604,Minor,Minor,YES
7d006a5c0cb2224052b19192db6287bb09b28f55,memory_profiler.py,,0.0,0.0,0.9999189,0.9974046160985076,Minor,Minor,YES
b7e2cddeca38ab506bcef1a8260ceccce9496838,memory_profiler.py,,0.0,0.0,1.0,0.998701129117877,Minor,Minor,YES
da9817994b29e5f7a0c204236a401908d1318c70,memory_profiler.py,,0.0,0.0,0.9998694,0.9923043910719836,Minor,Minor,YES
ffe1fd28d66fca10b0f4aa0fd412e2ef496a0fbc,memory_profiler.py,,0.0625,10.0,1.0000001,0.956798404571054,Minor,Minor,YES
4214cfc13d033c43044eb4c9293258609fc6934f,memory_profiler.py,,0.0,0.0,0.99999654,0.9986742665768504,Minor,Minor,YES
ec9ee7032b01cf9350628a57f9c5111a48093366,README.rst,,,,0.99998945,0.9818061710960468,Minor,Minor,YES
ec9ee7032b01cf9350628a57f9c5111a48093366,memory_profiler.py,,0.0,0.0,0.9999971,0.9986381577544462,Minor,Minor,YES
c953ca4a9df3a3321166803752608b70e2f2632a,memory_profiler.py,,0.0,0.0,1.0,0.9980960136908223,Minor,Minor,YES
8800fe9252802753643a0e48de52c9d8d12f52f6,examples/plot_memory.py,,0.0,-20.0,0.9941245,0.0776199978836483,Minor,Major,NO
8800fe9252802753643a0e48de52c9d8d12f52f6,memory_profiler.py,,,2.0,0.99962187,0.94409996983634,Minor,Minor,YES
